code,name,slug,constituency_code,constituency_name,county_code,county_name,sub_county,aliases
390,Mitaboni,mitaboni,79,Kathiani,16,Machakos,kathiani,
391,Kathiani Central,kathiani-central,79,Kathiani,16,Machakos,kathiani,
392,Upper Kaewa/Iveti,upper-kaewa-iveti,79,Kathiani,16,Machakos,kathiani,
393,Lower Kaewa/Kaani,lower-kaewa-kaani,79,Kathiani,16,Machakos,kathiani,
394,Athi River,athi-river,80,Mavoko,16,Machakos,athi-river,
395,Kinanie,kinanie,80,Mavoko,16,Machakos,athi-river,
396,Muthwani,muthwani,80,Mavoko,16,Machakos,,
397,Syokimau/Mulolongo,syokimau-mulolongo,80,Mavoko,16,Machakos,athi-river,
398,Kalama,kalama,81,Machakos Town,16,Machakos,machakos,
399,Mua,mua,81,Machakos Town,16,Machakos,machakos,
400,Mutituni,mutituni,81,Machakos Town,16,Machakos,machakos,
401,Machakos Central,machakos-central,81,Machakos Town,16,Machakos,,
402,Mumbuni North,mumbuni-north,81,Machakos Town,16,Machakos,machakos,
403,Muvuti/Kiima-Kimwe,muvuti-kiima-kimwe,81,Machakos Town,16,Machakos,machakos,
404,Kola,kola,81,Machakos Town,16,Machakos,machakos,
405,Mbiuni,mbiuni,82,Mwala,16,Machakos,mwala,
406,Makutano/ Mwala,makutano-mwala,82,Mwala,16,Machakos,mwala,
407,Masii,masii,82,Mwala,16,Machakos,mwala,
408,Muthetheni,muthetheni,82,Mwala,16,Machakos,mwala,
409,Wamunyu,wamunyu,82,Mwala,16,Machakos,mwala,
410,Kibauni,kibauni,82,Mwala,16,Machakos,mwala,
411,Tulimani,tulimani,83,Mbooni,17,Makueni,mbooni,
412,Mbooni,mbooni,83,Mbooni,17,Makueni,mbooni,
413,Kithungo/Kitundu,kithungo-kitundu,83,Mbooni,17,Makueni,mbooni,
414,Kisau/Kiteta,kisau-kiteta,83,Mbooni,17,Makueni,mbooni,Kiteta/Kisau
415,Waia/Kako,waia-kako,83,Mbooni,17,Makueni,mbooni,
416,Kalawa,kalawa,83,Mbooni,17,Makueni,,
417,Kasikeu,kasikeu,84,Kilome,17,Makueni,kilome,
418,Mukaa,mukaa,84,Kilome,17,Makueni,kilome,
419,Kiima Kiu/Kalanzoni,kiima-kiu-kalanzoni,84,Kilome,17,Makueni,kilome,
420,Ukia,ukia,85,Kaiti,17,Makueni,kaiti,
421,Kee,kee,85,Kaiti,17,Makueni,kaiti,
422,Kilungu,kilungu,85,Kaiti,17,Makueni,kaiti,
423,Ilima,ilima,85,Kaiti,17,Makueni,kaiti,
424,Wote,wote,86,Makueni,17,Makueni,makueni,
425,Muvau/Kikuumini,muvau-kikuumini,86,Makueni,17,Makueni,makueni,
426,Mavindini,mavindini,86,Makueni,17,Makueni,makueni,
427,Kitise/Kithuki,kitise-kithuki,86,Makueni,17,Makueni,makueni,
428,Kathonzweni,kathonzweni,86,Makueni,17,Makueni,makueni,
429,Nzaui/Kilili/Kalamba,nzaui-kilili-kalamba,86,Makueni,17,Makueni,makueni,
430,Mbitini,mbitini,86,Makueni,17,Makueni,makueni,
431,Makindu,makindu,87,Kibwezi West,17,Makueni,kibwezi-west,
432,Nguumo,nguumo,87,Kibwezi West,17,Makueni,kibwezi-west,
433,Kikumbulyu North,kikumbulyu-north,87,Kibwezi West,17,Makueni,kibwezi-west,
434,Kikumbulyu South,kikumbulyu-south,87,Kibwezi West,17,Makueni,kibwezi-west,
435,Nguu/Masumba,nguu-masumba,87,Kibwezi West,17,Makueni,kibwezi-west,
436,Emali/Mulala,emali-mulala,87,Kibwezi West,17,Makueni,kibwezi-west,
437,Masongaleni,masongaleni,88,Kibwezi East,17,Makueni,kibwezi-east,
438,Mtito Andei,mtito-andei,88,Kibwezi East,17,Makueni,kibwezi-east,
439,Thange,thange,88,Kibwezi East,17,Makueni,kibwezi-east,
440,Ivingoni/Nzambani,ivingoni-nzambani,88,Kibwezi East,17,Makueni,kibwezi-east,
441,Engineer,engineer,89,Kinangop,18,Nyandarua,kinangop,
442,Gathara,gathara,89,Kinangop,18,Nyandarua,kinangop,
443,North Kinangop,north-kinangop,89,Kinangop,18,Nyandarua,kinangop,
444,Murungaru,murungaru,89,Kinangop,18,Nyandarua,kinangop,
445,Njabini\Kiburu,njabini-kiburu,89,Kinangop,18,Nyandarua,kinangop,
446,Nyakio,nyakio,89,Kinangop,18,Nyandarua,kinangop,
447,Githabai,githabai,89,Kinangop,18,Nyandarua,kinangop,
448,Magumu,magumu,89,Kinangop,18,Nyandarua,kinangop,
449,Wanjohi,wanjohi,90,Kipipiri,18,Nyandarua,kipipiri,
450,Kipipiri,kipipiri,90,Kipipiri,18,Nyandarua,kipipiri,
451,Geta,geta,90,Kipipiri,18,Nyandarua,kipipiri,
452,Githioro,githioro,90,Kipipiri,18,Nyandarua,kipipiri,
453,Karau,karau,91,Ol Kalou,18,Nyandarua,olkalou,
454,Kanjuiri Ridge,kanjuiri-ridge,91,Ol Kalou,18,Nyandarua,olkalou,Kanjuiri Range
455,Mirangine,mirangine,91,Ol Kalou,18,Nyandarua,olkalou,
456,Kaimbaga,kaimbaga,91,Ol Kalou,18,Nyandarua,olkalou,
457,Rurii,rurii,91,Ol Kalou,18,Nyandarua,olkalou,
458,Gathanji,gathanji,92,Ol Jorok,18,Nyandarua,oljoroorok,
459,Gatimu,gatimu,92,Ol Jorok,18,Nyandarua,oljoroorok,
460,Weru,weru,92,Ol Jorok,18,Nyandarua,oljoroorok,
461,Charagita,charagita,92,Ol Jorok,18,Nyandarua,oljoroorok,
462,Leshau Pondo,leshau-pondo,93,Ndaragwa,18,Nyandarua,ndaragwa,
463,Kiriita,kiriita,93,Ndaragwa,18,Nyandarua,ndaragwa,
464,Central,central,93,Ndaragwa,18,Nyandarua,ndaragwa,
465,Shamata,shamata,93,Ndaragwa,18,Nyandarua,ndaragwa,
466,Dedan Kimanthi,dedan-kimanthi,94,Tetu,19,Nyeri,tetu,
467,Wamagana,wamagana,94,Tetu,19,Nyeri,tetu,
468,Aguthi/Gaaki,aguthi-gaaki,94,Tetu,19,Nyeri,tetu,
469,Mweiga,mweiga,95,Kieni,19,Nyeri,kieni-west,
470,Naromoru Kiamathaga,naromoru-kiamathaga,95,Kieni,19,Nyeri,kieni-east,
471,Mwiyogo/Endarasha,mwiyogo-endarasha,95,Kieni,19,Nyeri,kieni-west,
472,Mugunda,mugunda,95,Kieni,19,Nyeri,kieni-west,
473,Gatarakwa,gatarakwa,95,Kieni,19,Nyeri,kieni-west,
474,Thegu River,thegu-river,95,Kieni,19,Nyeri,kieni-east,
475,Kabaru,kabaru,95,Kieni,19,Nyeri,kieni-east,
476,Gakawa,gakawa,95,Kieni,19,Nyeri,kieni-east,
477,Ruguru,ruguru,96,Mathira,19,Nyeri,mathira-west,
478,Magutu,magutu,96,Mathira,19,Nyeri,mathira-east,
479,Iriaini,iriaini,96,Mathira,19,Nyeri,mathira-east,
480,Konyu,konyu,96,Mathira,19,Nyeri,mathira-east,
481,Kirimukuyu,kirimukuyu,96,Mathira,19,Nyeri,mathira-west,
482,Karatina Town,karatina-town,96,Mathira,19,Nyeri,mathira-east,
483,Mahiga,mahiga,97,Othaya,19,Nyeri,nyeri-south,
484,Iria-Ini,iria-ini,97,Othaya,19,Nyeri,,
485,Chinga,chinga,97,Othaya,19,Nyeri,nyeri-south,
486,Karima,karima,97,Othaya,19,Nyeri,nyeri-south,
487,Gikondi,gikondi,98,Mukurweini,19,Nyeri,mukurweini,
488,Rugi,rugi,98,Mukurweini,19,Nyeri,mukurweini,
489,Mukurwe-Ini West,mukurwe-ini-west,98,Mukurweini,19,Nyeri,mukurweini,
490,Mukurwe-Ini Central,mukurwe-ini-central,98,Mukurweini,19,Nyeri,mukurweini,
491,Kiganjo/Mathari,kiganjo-mathari,99,Nyeri Town,19,Nyeri,nyeri-central,
492,Rware,rware,99,Nyeri Town,19,Nyeri,nyeri-central,
493,Gatitu/Muruguru,gatitu-muruguru,99,Nyeri Town,19,Nyeri,nyeri-central,
494,Ruring'u,ruringu,99,Nyeri Town,19,Nyeri,nyeri-central,
495,Kamakwa/Mukaro,kamakwa-mukaro,99,Nyeri Town,19,Nyeri,nyeri-central,
496,Mutithi,mutithi,100,Mwea,20,Kirinyaga,kirinyaga-north-mwea-west,
497,Kangai,kangai,100,Mwea,20,Kirinyaga,kirinyaga-north-mwea-west,
498,Thiba,thiba,100,Mwea,20,Kirinyaga,kirinyaga-north-mwea-west,
499,Wamumu,wamumu,100,Mwea,20,Kirinyaga,kirinyaga-north-mwea-west,
500,Nyangati,nyangati,100,Mwea,20,Kirinyaga,kirinyaga-south,
501,Murinduko,murinduko,100,Mwea,20,Kirinyaga,kirinyaga-south,
502,Gathigiriri,gathigiriri,100,Mwea,20,Kirinyaga,kirinyaga-south,
503,Tebere,tebere,100,Mwea,20,Kirinyaga,kirinyaga-south,
504,Kabare,kabare,101,Gichugu,20,Kirinyaga,kirinyaga-east,
505,Baragwi,baragwi,101,Gichugu,20,Kirinyaga,kirinyaga-east,
506,Njukiini,njukiini,101,Gichugu,20,Kirinyaga,kirinyaga-east,
507,Ngariama,ngariama,101,Gichugu,20,Kirinyaga,kirinyaga-east,
508,Karumandi,karumandi,101,Gichugu,20,Kirinyaga,kirinyaga-east,
509,Mukure,mukure,102,Ndia,20,Kirinyaga,kirinyaga-west,
510,Kiine,kiine,102,Ndia,20,Kirinyaga,kirinyaga-west,
511,Kariti,kariti,102,Ndia,20,Kirinyaga,kirinyaga-west,
512,Mutira,mutira,103,Kirinyaga Central,20,Kirinyaga,kirinyaga-central,
513,Kanyeki-Ini,kanyeki-ini,103,Kirinyaga Central,20,Kirinyaga,kirinyaga-central,Kanyekini
514,Kerugoya,kerugoya,103,Kirinyaga Central,20,Kirinyaga,kirinyaga-central,
515,Inoi,inoi,103,Kirinyaga Central,20,Kirinyaga,kirinyaga-central,
516,Kanyenyaini,kanyenyaini,104,Kangema,21,Murang'a,kangema,
517,Muguru,muguru,104,Kangema,21,Murang'a,kangema,
518,Rwathia,rwathia,104,Kangema,21,Murang'a,kangema,
519,Gitugi,gitugi,105,Mathioya,21,Murang'a,mathioya,
520,Kiru,kiru,105,Mathioya,21,Murang'a,mathioya,
521,Kamacharia,kamacharia,105,Mathioya,21,Murang'a,mathioya,
522,Wangu,wangu,106,Kiharu,21,Murang'a,kiharu,
523,Mugoiri,mugoiri,106,Kiharu,21,Murang'a,kiharu,
524,Mbiri,mbiri,106,Kiharu,21,Murang'a,kiharu,
525,Township,township,106,Kiharu,21,Murang'a,kiharu,
526,Murarandia,murarandia,106,Kiharu,21,Murang'a,kiharu,
527,Gaturi,gaturi,106,Kiharu,21,Murang'a,kiharu,
528,Kahumbu,kahumbu,107,Kigumo,21,Murang'a,kigumo,
529,Muthithi,muthithi,107,Kigumo,21,Murang'a,kigumo,
530,Kigumo,kigumo,107,Kigumo,21,Murang'a,kigumo,
531,Kangari,kangari,107,Kigumo,21,Murang'a,kigumo,
532,Kinyona,kinyona,107,Kigumo,21,Murang'a,kigumo,
533,Kimorori/Wempa,kimorori-wempa,108,Maragwa,21,Murang'a,muranga-south,
534,Makuyu,makuyu,108,Maragwa,21,Murang'a,muranga-south,
535,Kambiti,kambiti,108,Maragwa,21,Murang'a,muranga-south,
536,Kamahuha,kamahuha,108,Maragwa,21,Murang'a,muranga-south,
537,Ichagaki,ichagaki,108,Maragwa,21,Murang'a,muranga-south,
538,Nginda,nginda,108,Maragwa,21,Murang'a,muranga-south,
539,Ng'araria,ngararia,109,Kandara,21,Murang'a,kandara,
540,Muruka,muruka,109,Kandara,21,Murang'a,kandara,
541,Kagundu-Ini,kagundu-ini,109,Kandara,21,Murang'a,kandara,
542,Gaichanjiru,gaichanjiru,109,Kandara,21,Murang'a,kandara,
543,Ithiru,ithiru,109,Kandara,21,Murang'a,kandara,
544,Ruchu,ruchu,109,Kandara,21,Murang'a,kandara,
545,Ithanga,ithanga,110,Gatanga,21,Murang'a,gatanga,
546,Kakuzi/Mitubiri,kakuzi-mitubiri,110,Gatanga,21,Murang'a,gatanga,
547,Mugumo-Ini,mugumo-ini,110,Gatanga,21,Murang'a,gatanga,
548,Kihumbu-Ini,kihumbu-ini,110,Gatanga,21,Murang'a,gatanga,
549,Gatanga,gatanga,110,Gatanga,21,Murang'a,gatanga,
550,Kariara,kariara,110,Gatanga,21,Murang'a,gatanga,
551,Kiamwangi,kiamwangi,111,Gatundu South,22,Kiambu,gatundu-south,
552,Kiganjo,kiganjo,111,Gatundu South,22,Kiambu,gatundu-south,
553,Ndarugu,ndarugu,111,Gatundu South,22,Kiambu,gatundu-south,
554,Ngenda,ngenda,111,Gatundu South,22,Kiambu,gatundu-south,
555,Gituamba,gituamba,112,Gatundu North,22,Kiambu,gatundu-north,
556,Githobokoni,githobokoni,112,Gatundu North,22,Kiambu,gatundu-north,
557,Chania,chania,112,Gatundu North,22,Kiambu,gatundu-north,
558,Mang'u,mangu,112,Gatundu North,22,Kiambu,gatundu-north,
559,Murera,murera,113,Juja,22,Kiambu,juja,
560,Theta,theta,113,Juja,22,Kiambu,juja,
561,Juja,juja,113,Juja,22,Kiambu,juja,
562,Witeithie,witeithie,113,Juja,22,Kiambu,juja,
563,Kalimoni,kalimoni,113,Juja,22,Kiambu,juja,
564,Township,township,114,Thika Town,22,Kiambu,,
565,Kamenu,kamenu,114,Thika Town,22,Kiambu,thika-town,
566,Hospital,hospital,114,Thika Town,22,Kiambu,thika-town,
567,Gatuanyaga,gatuanyaga,114,Thika Town,22,Kiambu,thika-town,
568,Ngoliba,ngoliba,114,Thika Town,22,Kiambu,thika-town,
569,Gitothua,gitothua,115,Ruiru,22,Kiambu,ruiru,
570,Biashara,biashara,115,Ruiru,22,Kiambu,ruiru,
571,Gatongora,gatongora,115,Ruiru,22,Kiambu,ruiru,
572,Kahawa Sukari,kahawa-sukari,115,Ruiru,22,Kiambu,ruiru,
573,Kahawa Wendani,kahawa-wendani,115,Ruiru,22,Kiambu,ruiru,
574,Kiuu,kiuu,115,Ruiru,22,Kiambu,ruiru,
575,Mwiki,mwiki,115,Ruiru,22,Kiambu,ruiru,
576,Mwihoko,mwihoko,115,Ruiru,22,Kiambu,ruiru,
577,Githunguri,githunguri,116,Githunguri,22,Kiambu,githunguri,
578,Githiga,githiga,116,Githunguri,22,Kiambu,githunguri,
579,Ikinu,ikinu,116,Githunguri,22,Kiambu,githunguri,
580,Ngewa,ngewa,116,Githunguri,22,Kiambu,githunguri,
581,Komothai,komothai,116,Githunguri,22,Kiambu,githunguri,
582,Ting'ang'a,tinganga,117,Kiambu,22,Kiambu,kiambu-town,
583,Ndumberi,ndumberi,117,Kiambu,22,Kiambu,kiambu-town,
584,Riabai,riabai,117,Kiambu,22,Kiambu,kiambu-town,
585,Township,township,117,Kiambu,22,Kiambu,,
586,Cianda,cianda,118,Kiambaa,22,Kiambu,kiambaa,
587,Karuri,karuri,118,Kiambaa,22,Kiambu,kiambaa,
588,Ndenderu,ndenderu,118,Kiambaa,22,Kiambu,kiambaa,
589,Muchatha,muchatha,118,Kiambaa,22,Kiambu,kiambaa,
590,Kihara,kihara,118,Kiambaa,22,Kiambu,kiambaa,
591,Gitaru,gitaru,119,Kabete,22,Kiambu,kabete,
592,Muguga,muguga,119,Kabete,22,Kiambu,kabete,
593,Nyadhuna,nyadhuna,119,Kabete,22,Kiambu,kabete,
594,Kabete,kabete,119,Kabete,22,Kiambu,kabete,
595,Uthiru,uthiru,119,Kabete,22,Kiambu,kabete,
596,Karai,karai,120,Kikuyu,22,Kiambu,kikuyu,
597,Nachu,nachu,120,Kikuyu,22,Kiambu,kikuyu,
598,Sigona,sigona,120,Kikuyu,22,Kiambu,kikuyu,
599,Kikuyu,kikuyu,120,Kikuyu,22,Kiambu,kikuyu,
600,Kinoo,kinoo,120,Kikuyu,22,Kiambu,kikuyu,
601,Bibirioni,bibirioni,121,Limuru,22,Kiambu,limuru,
602,Limuru Central,limuru-central,121,Limuru,22,Kiambu,limuru,
603,Ndeiya,ndeiya,121,Limuru,22,Kiambu,limuru,
604,Limuru East,limuru-east,121,Limuru,22,Kiambu,limuru,
605,Ngecha Tigoni,ngecha-tigoni,121,Limuru,22,Kiambu,limuru,
606,Kinale,kinale,122,Lari,22,Kiambu,lari,
607,Kijabe,kijabe,122,Lari,22,Kiambu,lari,
608,Nyanduma,nyanduma,122,Lari,22,Kiambu,lari,
609,Kamburu,kamburu,122,Lari,22,Kiambu,lari,
610,Lari/Kirenga,lari-kirenga,122,Lari,22,Kiambu,lari,
611,Kaeris,kaeris,123,Turkana North,23,Turkana,turkana-north,
612,Lake Zone,lake-zone,123,Turkana North,23,Turkana,turkana-north,
613,Lapur,lapur,123,Turkana North,23,Turkana,turkana-north,
614,Kaaleng/Kaikor,kaaleng-kaikor,123,Turkana North,23,Turkana,kibish,
615,Kibish,kibish,123,Turkana North,23,Turkana,kibish,
616,Nakalale,nakalale,123,Turkana North,23,Turkana,turkana-west,
617,Kakuma,kakuma,124,Turkana West,23,Turkana,turkana-west,
618,Lopur,lopur,124,Turkana West,23,Turkana,turkana-west,
619,Letea,letea,124,Turkana West,23,Turkana,turkana-west,
620,Songot,songot,124,Turkana West,23,Turkana,turkana-west,
621,Kalobeyei,kalobeyei,124,Turkana West,23,Turkana,turkana-west,
622,Lokichoggio,lokichoggio,124,Turkana West,23,Turkana,turkana-west,
623,Nanaam,nanaam,124,Turkana West,23,Turkana,turkana-west,
624,Kerio Delta,kerio-delta,125,Turkana Central,23,Turkana,turkana-central,
625,Kang'atotha,kangatotha,125,Turkana Central,23,Turkana,turkana-central,
626,Kalokol,kalokol,125,Turkana Central,23,Turkana,turkana-central,
627,Lodwar Township,lodwar-township,125,Turkana Central,23,Turkana,turkana-central,
628,Kanamkemer,kanamkemer,125,Turkana Central,23,Turkana,turkana-central,
629,Kotaruk/Lobei,kotaruk-lobei,126,Loima,23,Turkana,loima,
630,Turkwel,turkwel,126,Loima,23,Turkana,loima,
631,Loima,loima,126,Loima,23,Turkana,loima,
632,Lokiriama/Lorengippi,lokiriama-lorengippi,126,Loima,23,Turkana,loima,
633,Kaputir,kaputir,127,Turkana South,23,Turkana,turkana-south,
634,Katilu,katilu,127,Turkana South,23,Turkana,turkana-south,
635,Lobokat,lobokat,127,Turkana South,23,Turkana,turkana-south,
636,Kalapata,kalapata,127,Turkana South,23,Turkana,turkana-south,
637,Lokichar,lokichar,127,Turkana South,23,Turkana,turkana-south,
638,Kapedo/Napeitom,kapedo-napeitom,128,Turkana East,23,Turkana,turkana-east,
639,Katilia,katilia,128,Turkana East,23,Turkana,turkana-east,
640,Lokori/Kochodin,lokori-kochodin,128,Turkana East,23,Turkana,turkana-east,
641,Riwo,riwo,129,Kapenguria,24,West Pokot,west-pokot,
642,Kapenguria,kapenguria,129,Kapenguria,24,West Pokot,west-pokot,
643,Mnagei,mnagei,129,Kapenguria,24,West Pokot,west-pokot,
644,Siyoi,siyoi,129,Kapenguria,24,West Pokot,west-pokot,
645,Endugh,endugh,129,Kapenguria,24,West Pokot,west-pokot,
646,Sook,sook,129,Kapenguria,24,West Pokot,west-pokot,
647,Sekerr,sekerr,130,Sigor,24,West Pokot,pokot-central,
648,Masool,masool,130,Sigor,24,West Pokot,pokot-central,
649,Lomut,lomut,130,Sigor,24,West Pokot,pokot-central,
650,Weiwei,weiwei,130,Sigor,24,West Pokot,pokot-central,
651,Suam,suam,131,Kacheliba,24,West Pokot,pokot-north,
652,Kodich,kodich,131,Kacheliba,24,West Pokot,pokot-north,
653,Kapckok,kapckok,131,Kacheliba,24,West Pokot,pokot-north,
654,Kasei,kasei,131,Kacheliba,24,West Pokot,pokot-north,
655,Kiwawa,kiwawa,131,Kacheliba,24,West Pokot,pokot-north,
656,Alale,alale,131,Kacheliba,24,West Pokot,pokot-north,
657,Chepareria,chepareria,132,Pokot South,24,West Pokot,pokot-south,
658,Batei,batei,132,Pokot South,24,West Pokot,pokot-south,
659,Lelan,lelan,132,Pokot South,24,West Pokot,pokot-south,
660,Tapach,tapach,132,Pokot South,24,West Pokot,pokot-south,
661,Lodokejek,lodokejek,133,Samburu West,25,Samburu,samburu-central,
662,Suguta Marmar,suguta-marmar,133,Samburu West,25,Samburu,samburu-central,
663,Maralal,maralal,133,Samburu West,25,Samburu,samburu-central,
664,Loosuk,loosuk,133,Samburu West,25,Samburu,samburu-central,
665,Poro,poro,133,Samburu West,25,Samburu,samburu-central,
666,El-Barta,el-barta,134,Samburu North,25,Samburu,samburu-north,
667,Nachola,nachola,134,Samburu North,25,Samburu,samburu-north,
668,Ndoto,ndoto,134,Samburu North,25,Samburu,samburu-north,
669,Nyiro,nyiro,134,Samburu North,25,Samburu,samburu-north,
670,Angata Nanyokie,angata-nanyokie,134,Samburu North,25,Samburu,samburu-central,
671,Baawa,baawa,134,Samburu North,25,Samburu,samburu-central,
672,Waso,waso,135,Samburu East,25,Samburu,samburu-east,
673,Wamba West,wamba-west,135,Samburu East,25,Samburu,samburu-east,
674,Wamba East,wamba-east,135,Samburu East,25,Samburu,samburu-east,
675,Wamba North,wamba-north,135,Samburu East,25,Samburu,samburu-east,
676,Kapomboi,kapomboi,136,Kwanza,26,Trans Nzoia,kwanza,
677,Kwanza,kwanza,136,Kwanza,26,Trans Nzoia,kwanza,
678,Keiyo,keiyo,136,Kwanza,26,Trans Nzoia,kwanza,
679,Bidii,bidii,136,Kwanza,26,Trans Nzoia,kwanza,
680,Chepchoina,chepchoina,137,Endebess,26,Trans Nzoia,endebess,
681,Endebess,endebess,137,Endebess,26,Trans Nzoia,endebess,
682,Matumbei,matumbei,137,Endebess,26,Trans Nzoia,endebess,
683,Kinyoro,kinyoro,138,Saboti,26,Trans Nzoia,saboti,
684,Matisi,matisi,138,Saboti,26,Trans Nzoia,saboti,
685,Tuwani,tuwani,138,Saboti,26,Trans Nzoia,saboti,
686,Saboti,saboti,138,Saboti,26,Trans Nzoia,saboti,
687,Machewa,machewa,138,Saboti,26,Trans Nzoia,saboti,
688,Kiminini,kiminini,139,Kiminini,26,Trans Nzoia,kiminini,
689,Waitaluk,waitaluk,139,Kiminini,26,Trans Nzoia,kiminini,
690,Sirende,sirende,139,Kiminini,26,Trans Nzoia,kiminini,
691,Hospital,hospital,139,Kiminini,26,Trans Nzoia,kiminini,
692,Sikhendu,sikhendu,139,Kiminini,26,Trans Nzoia,kiminini,
693,Nabiswa,nabiswa,139,Kiminini,26,Trans Nzoia,kiminini,
694,Sinyerere,sinyerere,140,Cherangany,26,Trans Nzoia,cherangany,
695,Makutano,makutano,140,Cherangany,26,Trans Nzoia,cherangany,
696,Kaplamai,kaplamai,140,Cherangany,26,Trans Nzoia,cherangany,
697,Motosiet,motosiet,140,Cherangany,26,Trans Nzoia,cherangany,
698,Cherangany/Suwerwa,cherangany-suwerwa,140,Cherangany,26,Trans Nzoia,cherangany,
699,Chepsiro/Kiptoror,chepsiro-kiptoror,140,Cherangany,26,Trans Nzoia,cherangany,
700,Sitatunga,sitatunga,140,Cherangany,26,Trans Nzoia,cherangany,
701,Moi's Bridge,mois-bridge,141,Soy,27,Uasin Gishu,soy,
702,Kapkures,kapkures,141,Soy,27,Uasin Gishu,soy,
703,Ziwa,ziwa,141,Soy,27,Uasin Gishu,soy,
704,Segero/Barsombe,segero-barsombe,141,Soy,27,Uasin Gishu,soy,
705,Kipsomba,kipsomba,141,Soy,27,Uasin Gishu,soy,
706,Soy,soy,141,Soy,27,Uasin Gishu,soy,
707,Kuinet/Kapsuswa,kuinet-kapsuswa,141,Soy,27,Uasin Gishu,soy,
708,Ngenyilel,ngenyilel,142,Turbo,27,Uasin Gishu,turbo,
709,Tapsagoi,tapsagoi,142,Turbo,27,Uasin Gishu,turbo,
710,Kamagut,kamagut,142,Turbo,27,Uasin Gishu,turbo,
711,Kiplombe,kiplombe,142,Turbo,27,Uasin Gishu,turbo,
712,Kapsaos,kapsaos,142,Turbo,27,Uasin Gishu,turbo,
713,Huruma,huruma,142,Turbo,27,Uasin Gishu,turbo,
714,Tembelio,tembelio,143,Moiben,27,Uasin Gishu,moiben,
715,Sergoit,sergoit,143,Moiben,27,Uasin Gishu,moiben,
716,Karuna/Meibeki,karuna-meibeki,143,Moiben,27,Uasin Gishu,moiben,
717,Moiben,moiben,143,Moiben,27,Uasin Gishu,moiben,
718,Kimumu,kimumu,143,Moiben,27,Uasin Gishu,moiben,
719,Kapsoya,kapsoya,144,Ainabkoi,27,Uasin Gishu,ainabkoi,
720,Kaptagat,kaptagat,144,Ainabkoi,27,Uasin Gishu,ainabkoi,
721,Ainabkoi/Olare,ainabkoi-olare,144,Ainabkoi,27,Uasin Gishu,ainabkoi,
722,Simat/Kapseret,simat-kapseret,145,Kapseret,27,Uasin Gishu,kapseret,
723,Kipkenyo,kipkenyo,145,Kapseret,27,Uasin Gishu,kapseret,
724,Ngeria,ngeria,145,Kapseret,27,Uasin Gishu,kapseret,
725,Megun,megun,145,Kapseret,27,Uasin Gishu,kapseret,
726,Langas,langas,145,Kapseret,27,Uasin Gishu,kapseret,
727,Racecourse,racecourse,146,Kesses,27,Uasin Gishu,kesses,
728,Cheptiret/Kipchamo,cheptiret-kipchamo,146,Kesses,27,Uasin Gishu,kesses,
729,Tulwet/Chuiyat,tulwet-chuiyat,146,Kesses,27,Uasin Gishu,kesses,
730,Tarakwa,tarakwa,146,Kesses,27,Uasin Gishu,kesses,
731,Kapyego,kapyego,147,Marakwet East,28,Elgeyo-Marakwet,marakwet-east,
732,Sambirir,sambirir,147,Marakwet East,28,Elgeyo-Marakwet,marakwet-east,
733,Endo,endo,147,Marakwet East,28,Elgeyo-Marakwet,marakwet-east,
734,Embobut / Embulot,embobut-embulot,147,Marakwet East,28,Elgeyo-Marakwet,marakwet-east,
735,Lelan,lelan,148,Marakwet West,28,Elgeyo-Marakwet,marakwet-west,
736,Sengwer,sengwer,148,Marakwet West,28,Elgeyo-Marakwet,marakwet-west,
737,Cherang'any/Chebororwa,cherangany-chebororwa,148,Marakwet West,28,Elgeyo-Marakwet,marakwet-west,
738,Moiben/Kuserwo,moiben-kuserwo,148,Marakwet West,28,Elgeyo-Marakwet,marakwet-west,
739,Kapsowar,kapsowar,148,Marakwet West,28,Elgeyo-Marakwet,marakwet-west,
740,Arror,arror,148,Marakwet West,28,Elgeyo-Marakwet,marakwet-west,
741,Emsoo,emsoo,149,Keiyo North,28,Elgeyo-Marakwet,keiyo-north,
742,Kamariny,kamariny,149,Keiyo North,28,Elgeyo-Marakwet,keiyo-north,
743,Kapchemutwa,kapchemutwa,149,Keiyo North,28,Elgeyo-Marakwet,keiyo-north,
744,Tambach,tambach,149,Keiyo North,28,Elgeyo-Marakwet,keiyo-north,
745,Kaptarakwa,kaptarakwa,150,Keiyo South,28,Elgeyo-Marakwet,keiyo-south,
746,Chepkorio,chepkorio,150,Keiyo South,28,Elgeyo-Marakwet,keiyo-south,
747,Soy North,soy-north,150,Keiyo South,28,Elgeyo-Marakwet,keiyo-south,
748,Soy South,soy-south,150,Keiyo South,28,Elgeyo-Marakwet,keiyo-south,
749,Kabiemit,kabiemit,150,Keiyo South,28,Elgeyo-Marakwet,keiyo-south,
750,Metkei,metkei,150,Keiyo South,28,Elgeyo-Marakwet,keiyo-south,
751,Songhor/Soba,songhor-soba,151,Tinderet,29,Nandi,tinderet,
752,Tindiret,tindiret,151,Tinderet,29,Nandi,tinderet,
753,Chemelil/Chemase,chemelil-chemase,151,Tinderet,29,Nandi,tinderet,
754,Kapsimotwo,kapsimotwo,151,Tinderet,29,Nandi,nandi-east,
755,Kabwareng,kabwareng,152,Aldai,29,Nandi,aldai,
756,Terik,terik,152,Aldai,29,Nandi,aldai,
